source_id,ra,dec,pf,p1_o,best_classification,phot_g_mean_mag
2035372292806001920,297.38225984453146,33.91314320276379,,0.2638877517411817,RRc,18.390388
2055115157923845120,301.88634822789203,32.94674197008433,,0.2709211366578825,RRc,20.389534
2032815412837885440,295.41435148250656,30.18295541644716,,0.32929071633909207,RRc,20.48188
2032948797403561472,295.2580669508948,31.17400837893326,0.5991855783522113,,RRab,17.043966
2032968240685803392,296.0776246385476,31.093026330323518,,0.26075452692479767,RRc,20.634714
2058370365190355200,301.4027311791572,34.251491929806335,0.6029465298526605,,RRab,19.954094
2048063611893787904,294.39745285196625,35.0140713583198,0.5814927700126515,,RRab,17.891062
2048292413408656128,294.5590976616007,36.32021792216441,0.4641965584564442,0.34457227081821706,RRd,17.291698
2030204824350025472,300.55609694169846,30.15263731185581,,0.26798689953016697,RRc,20.414284
2047283714570364928,294.793059995898,34.542873426341515,0.6307930352542052,,RRab,20.70397
2058176846839970432,300.8893515899512,33.35123379548533,,0.28856555183754723,RRc,20.018055
2058173758788840704,301.0476284672466,33.270753503358755,0.634456470119358,,RRab,19.054245
2030337148035241216,298.96597170354306,30.008636453633706,0.5155729241606823,,RRab,19.475832
2030398480157186176,298.98587164992426,30.34586864585873,,0.39003153391857753,RRc,18.708115
2030479805336799744,299.776609206505,30.762427773250153,0.6002219638575903,,RRab,20.044128
2034324630039607680,298.4300900638704,33.092613975441516,,0.2814755541872753,RRc,20.746576
2034463885718535168,299.20258610962327,33.71420978542647,,0.27364644734261095,RRc,18.824558
2059223792370009600,301.6983557284441,36.41474244346484,,0.270412195473648,RRc,20.71053
2059282337051019264,299.7990396351529,34.55240962611909,,0.34567958112036373,RRc,17.76662
2047655796165794816,297.69001944602496,35.81595039986862,0.6435833560329594,,RRab,20.660837
2029766089143491456,302.08355347843633,30.009370994763177,0.5990395301247952,,RRab,20.680206
2032155396639027328,297.36988010227503,30.6702797916012,0.5472322511276477,,RRab,19.667631
2033963749655036416,299.29932557413315,31.81546031445328,0.6357385324809762,,RRab,20.106056
2034781992501694976,297.3710745634313,33.440679388163666,,0.2705959204461441,RRc,20.085894
2048607663988306816,295.1977448008135,36.287184812194134,0.5013626842122704,,RRab,17.870893
2033099911470691712,294.51591971437125,30.897960805207283,0.5622524186881801,,RRab,19.444971
2033091184154850816,295.96101344411875,31.96617237624588,,0.279496340129329,RRc,20.445126
2033103313126102400,294.84009951865187,30.95421825516733,0.5974330695578532,,RRab,16.633718
2033124066374662912,294.6874577291303,31.231298283333675,0.3499358240005355,,RRab,20.292435
2033193335620289280,294.3771865113821,31.541927353887594,0.5519562023286025,,RRab,16.643873
2059608140398461696,299.14319097412783,35.686406096074656,0.5968929526365043,,RRab,20.820236
2059760349738485888,299.7700994284513,36.60285355392476,,0.2862040222175967,RRc,16.461765
2059778118036261248,299.2072603103728,36.420302370682094,0.5059998654662782,,RRab,21.069677
2034966435549486592,297.04300059614576,33.42415751037893,,0.2953406562771522,RRc,20.529612
2032027509743739904,296.17188447568554,30.04008294094171,,0.26422182997997845,RRc,20.418055
2032059567351850752,295.54348646149464,30.031174751577232,,0.32787706372082337,RRc,17.72063
2045438802773476352,294.3239539772078,33.00403281637264,0.5326697408855281,,RRab,18.092031
2035160465005628800,297.63019027254455,33.64644543681383,,0.2889230722952333,RRc,20.437916
2035375660025139968,297.4673246596123,34.062750973314344,,0.2816206512547521,RRc,20.481747
2035397066153273472,297.97921719999425,34.33349836581607,0.6491872265819071,,RRab,20.621555
2035445616471164032,297.1191714543803,34.37567495107472,,0.2823156135515743,RRc,20.410423
2055107839298468992,301.7453413646355,32.836815206604996,,0.24462811703003504,RRc,18.723516
2071939369451751296,297.422191166441,36.566158720220976,,0.26960017441511086,RRc,20.60717
2033660387585041024,297.44647373149263,30.87130999634402,,0.29992054468307167,RRc,20.54726
2033661384017324288,297.3049521020634,30.807614437672324,0.6309965802982038,,RRab,20.50463
2033738830836045952,297.3833364831332,31.391085075117886,,0.2781031767657614,RRc,20.726107
2047160053888845184,295.9869015919756,34.691145278083425,,0.3121674118368833,RRc,15.858868
2047172663876360704,294.5740195661261,33.68654809608669,0.5573238105317896,,RRab,20.659979
2058313259283519232,301.60021735539385,33.93057484947232,,0.24517136032988887,RRc,20.521275
2058500760394547840,299.9837544313364,34.076552361353535,,0.320632496984875,RRc,20.712553
2058556148301262848,299.9780134374925,34.65194496326844,,0.27136409990876875,RRc,20.466217
2048170397660901888,294.44666609305455,35.17040403959765,0.5995655036099721,,RRab,17.802122
2048200806044290688,295.21011908264234,35.73861304241711,0.5791271772242549,,RRab,20.854057
2047349753989742208,295.55344057144833,34.80924604613734,0.640224919710655,,RRab,16.003418
2047360302414918912,295.7795970480808,35.06100527073823,,0.3365460072713171,RRc,20.54143
2034294668318235264,298.40880487725013,32.586030381801706,,0.2722756267418508,RRc,20.625082
2059258908038418432,302.01908438449084,36.77076853296914,0.5162373188329897,,RRab,19.683392
2047740802170566656,296.156470000038,35.258873685230256,0.8061431846394861,,RRab,17.566582
2029766329659071488,302.09547153415997,30.054425495371436,0.5717372713112656,,RRab,19.543453
2029826115616425728,301.55528906768393,30.12286458144123,0.5208621193182845,,RRab,20.622253
2034570851887561984,297.0374297301125,32.37356818343777,0.5874816006508159,,RRab,20.890295
2033441103693917056,298.5746865160671,30.920749045273315,,0.2337956330904854,RRc,20.649158
2034738664879496064,297.08015403473814,32.816772338608786,0.50764721473569,,RRab,18.903667
2048674390616233984,295.0861496735552,36.571772230442505,0.5986560026434948,,RRab,17.047424
2048680193102745600,294.9500048966161,36.74962412550328,0.5675262784096259,,RRab,18.647991
2033231681102496768,294.4690068084734,31.932389610813626,,0.40335704637046743,RRc,20.557657
2033073145273701248,296.0303416716622,31.728860012023127,0.6531426375138306,,RRab,19.848822
2033073523230977664,296.0978022506032,31.77105356378035,0.6191082016931339,,RRab,20.306128
2033102247933385216,294.6261460933646,31.003732254418942,0.49622153196452523,,RRab,18.195152
2033106749060410112,294.848179024743,31.080168755661713,,0.2877575658877591,RRc,20.15707
2033128979820157440,294.9735761170664,31.067992726213603,,0.3099622798537298,RRc,20.896753
2033137840348970624,295.13517165530055,31.237541348907268,,0.45583450293202715,RRc,19.865868
2033203815349532032,294.52459185326524,31.515856415461865,0.4651180093616112,,RRab,18.312616
2059516399915727104,299.823932747821,35.94878082648303,0.5730349719617229,,RRab,20.271479
2059555157666070272,298.95602484934756,35.104462447855,,0.32614577515682563,RRc,19.932817
2035023266594001152,296.4968425725077,33.705935214248704,0.5823789568061396,,RRab,20.39526
2032095404596826112,295.75672864874866,30.272244790454856,0.6301843911241962,,RRab,20.42134
2034242407135683328,298.6202787816375,32.451281775763185,,0.29888334162505614,RRc,20.407228
2034063530367849856,299.44317568451703,32.369904150077836,,0.4027995203864698,RRc,19.79237
2034090983762894848,300.54721602482414,32.48048892039186,0.6400423119266816,,RRab,20.878847
2034103250194114944,300.0730205726665,32.47813577505865,,0.2520223456075007,RRc,20.155554
2034128298450633856,300.73024925022935,32.826810960156976,0.5951875448218191,,RRab,20.912998
2035124627788462080,298.25424468710173,33.57876592895732,,0.3433543491614349,RRc,20.393774
2035162560970340864,297.76626483791796,33.625960481741345,,0.3137143976626732,RRc,17.206863
2035191423136779648,298.00915178995695,33.9147772592416,0.5797444600207365,,RRab,20.793753
2035266121189152256,298.9852471921319,34.35818548559894,0.5629973630609214,,RRab,20.591576
2030977063789170432,300.3643543977308,31.92414974970862,0.36661821144949647,,RRab,20.462845
2031117801269680000,301.07814609103195,32.6322289411227,0.609074909429621,,RRab,20.347025
