source_id,ra,dec,pf,p1_o,best_classification,phot_g_mean_mag
1021133976477814144,148.2936064993493,55.17929040039096,0.5565584771401723,,RRab,16.686289
827975312763354752,147.47882056417268,51.739514113216316,0.5720895761044757,,RRab,13.034557
828399273279566464,148.13614629163723,52.316017372090364,0.6076194218944075,,RRab,18.451742
1019617887382649216,142.2707400597454,52.29785859301142,,0.33020753874887093,RRc,15.271508
1020048926004348672,142.10744910060785,53.84583993428256,,0.3965259664089503,RRc,17.80579
1020098816344918656,145.55708497200644,51.910054680569054,0.6648564984691379,,RRab,20.311419
1020806150214291200,149.4290212304522,54.10203814100997,0.5312593008851705,,RRab,14.529276
1021541856636397312,144.0641672598131,54.64859411907987,0.6046878702341669,,RRab,19.034285
1022051720794001024,146.00093259711971,55.57913804332424,,0.31795234790387766,RRc,17.656485
1046279635606572800,148.6821676842544,57.157620113332186,0.6978420694543642,,RRab,14.271233
1020363940381749120,145.06405528660756,52.557953059563026,0.5592269286257653,,RRab,14.43906
1025464471743348480,145.03929723345098,57.459449449474626,,0.285996284991387,RRc,14.046517
828495278684213888,148.79055936742444,53.01407970073121,0.590974356595702,,RRab,13.804801
828629693980693248,149.8217434826806,53.719821704656276,0.5626633964970941,,RRab,17.386778
851200021999040640,152.2644118597327,51.629312058820624,,0.2601141406459415,RRc,12.82088
1021649853589761152,144.94169274006705,54.80119582361827,0.5282119804915314,,RRab,17.779858
1022285989786150656,147.23459780740095,56.87456056655799,0.6921588161825568,,RRab,15.878439
1045043337859949568,152.03171943741782,56.072491386015315,,0.256489941736762,RRc,20.792515
1046417830474160768,149.54899268940122,58.10117611433862,0.6122106481173273,,RRab,14.728812
828091066426154368,147.4820246514394,52.48782806309782,0.5384884138439372,,RRab,18.200344
1024574691958695552,142.3210202849785,54.51871752447714,,0.3653221707921257,RRc,16.907724
852361209357251200,151.83160431215668,53.479180322773566,0.6178682552700985,,RRab,17.036766
852833342226469632,151.8510061434605,55.41573296617362,0.5643165206764863,,RRab,18.590506
1020191145257220352,145.56559711278345,52.39026036587714,0.6315007159673308,,RRab,16.050274
1025222441746548864,144.3672456192653,56.59904679703881,0.5285410336052525,,RRab,16.57493
1018906945739962240,143.9781153879806,52.22196411120733,,0.26001034003433915,RRc,17.668165
1024983504126028800,141.85959751439364,56.322602170557055,0.4958604297916843,,RRab,15.283223
1046231974354041728,150.2702621658479,57.85519215195521,,0.36084959985669535,RRc,17.39426
852322825233930112,151.57000520768443,53.26905682806122,0.6997526801045284,,RRab,14.070782
1045699299625577472,151.9344209300653,57.00774355841703,0.5628989211335106,,RRab,14.458303
828268431395878784,150.1746215943042,52.5412665916829,0.5338227175348212,,RRab,17.446054
